val_accuracy,float_val_accuracy,feasible,deployable,phase,violations,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0,0.0,False,False,deploy,"block2: spatial size collapses to -1x-1 (in 4x4, k=7, s=2, p=0). Kernel is larger than the feature map.",1787889195,,False,1,8cf6e906,2026-08-27_20-53-15,0.0099639892578125,0.0099639892578125,2085693,kilby,169.228.33.68,0.0099639892578125,1
