val_accuracy,float_val_accuracy,feasible,deployable,phase,violations,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0,0.0,False,False,deploy,"block2: spatial size collapses to -1x-1 (in 4x4, k=7, s=2, p=0). Kernel is larger than the feature map.",1787893148,,False,1,489afdf4,2026-08-27_21-59-08,0.5581934452056885,0.5581934452056885,2360365,kilby,169.228.33.68,0.5581934452056885,1
